Data;direcao;rajada;velocidade
7/01/2023 11:00;149;5.6;2.7
7/01/2023 12:00;141;5.6;2.1
7/01/2023 13:00;149;5.5;2.1
7/01/2023 14:00;137;4.6;1.9
7/01/2023 15:00;125;7.3;2.9
7/01/2023 16:00;105;7.3;2.7
7/01/2023 17:00;127;5.9;2.4
7/01/2023 18:00;114;7.3;2.8
7/01/2023 19:00;111;5.8;2.7
7/01/2023 20:00;98;6.9;2.7
7/01/2023 21:00;110;5.6;2.5
7/01/2023 22:00;119;5.8;2.3
7/01/2023 23:00;122;5;2.2
8/01/2023 0:00;135;4.9;1.1
8/01/2023 1:00;149;4.1;1
8/01/2023 2:00;149;2.3;1.1
8/01/2023 3:00;144;3.7;1.2
8/01/2023 4:00;143;1.9;1.1
8/01/2023 5:00;151;1.7;1.1
8/01/2023 6:00;149;2.5;1.6
8/01/2023 7:00;158;2.5;1.3
8/01/2023 8:00;142;1.8;1
8/01/2023 9:00;50;2.6;0.5
8/01/2023 10:00;173;2.5;0.9
8/01/2023 11:00;142;3;1.5
8/01/2023 12:00;91;5.5;2.5
8/01/2023 13:00;88;5.4;1.8
8/01/2023 14:00;175;5.1;1.4
8/01/2023 15:00;105;6.1;1.4
8/01/2023 16:00;156;3.7;1.3
8/01/2023 17:00;84;3.9;0.8
8/01/2023 18:00;97;5.4;2.7
8/01/2023 19:00;94;5.1;2.9
8/01/2023 20:00;92;6.6;2.7
8/01/2023 21:00;111;6.2;2.4
8/01/2023 22:00;105;5.4;2.2
8/01/2023 23:00;96;5.3;1
9/01/2023 0:00;116;4;1.5
9/01/2023 1:00;95;3.7;2.1
9/01/2023 2:00;99;4;1
9/01/2023 3:00;129;5.8;1.2
9/01/2023 4:00;105;3.5;1.3
9/01/2023 5:00;109;3.9;1
9/01/2023 6:00;120;3;0.6
9/01/2023 7:00;136;2.5;0.4
9/01/2023 8:00;215;1.2;0.5
9/01/2023 9:00;195;1.1;0.6
9/01/2023 10:00;131;2;0.9
9/01/2023 11:00;336;2;0.8
9/01/2023 12:00;311;2.9;1.4
9/01/2023 13:00;339;3.8;1.4
9/01/2023 14:00;347;5.4;2.2
9/01/2023 15:00;352;4.4;2.6
9/01/2023 16:00;75;5.6;1.6
9/01/2023 17:00;87;5.7;2.3
9/01/2023 18:00;99;5.8;2.1
9/01/2023 19:00;91;6.2;3.1
9/01/2023 20:00;98;6.9;1.9
9/01/2023 21:00;98;5.6;2.4
9/01/2023 22:00;105;4.9;2.3
9/01/2023 23:00;94;4.7;1.7
10/01/2023 0:00;25;4.4;1.4
10/01/2023 1:00;25;3.7;1.7
10/01/2023 2:00;351;4;2.2
10/01/2023 3:00;352;4.6;1.7
10/01/2023 4:00;350;4.4;1.2
10/01/2023 5:00;329;3.1;1.2
10/01/2023 6:00;272;5.5;2.3
10/01/2023 7:00;268;5.4;2.5
10/01/2023 8:00;272;5.3;2.9
10/01/2023 9:00;270;5.9;2.6
10/01/2023 10:00;298;5.7;3
10/01/2023 11:00;309;5.6;3
10/01/2023 12:00;322;6.8;2.7
10/01/2023 13:00;2;5.7;2.7
10/01/2023 14:00;353;6.7;3.3
10/01/2023 15:00;351;6.7;2.9
10/01/2023 16:00;344;6.8;3.1
10/01/2023 17:00;24;7.9;3.4
10/01/2023 18:00;347;7.9;3.9
10/01/2023 19:00;5;7.6;2.2
10/01/2023 20:00;131;7.2;2.8
10/01/2023 21:00;133;7.1;2.9
10/01/2023 22:00;131;5.5;1.9
10/01/2023 23:00;126;3.3;1.4
11/01/2023 0:00;128;2.6;1.4
11/01/2023 1:00;114;2.6;1.1
11/01/2023 2:00;75;3;0.9
11/01/2023 3:00;95;4;1.9
11/01/2023 4:00;163;4;1.4
11/01/2023 5:00;129;2.9;1.1
11/01/2023 6:00;355;3.7;1.7
11/01/2023 7:00;320;4.4;2
11/01/2023 8:00;320;4.7;2.2
11/01/2023 9:00;318;6.8;3.5
11/01/2023 10:00;320;6.8;4.2
11/01/2023 11:00;311;8.1;4.4
11/01/2023 12:00;311;9.3;5.6
11/01/2023 13:00;301;9.3;4.4
11/01/2023 14:00;309;9.6;3.7
11/01/2023 15:00;313;7.3;3
11/01/2023 16:00;310;6.3;2.1
11/01/2023 17:00;40;5.9;1.6
11/01/2023 18:00;21;4.1;1.8
11/01/2023 19:00;163;8.9;1.8
11/01/2023 20:00;147;5.6;1.8
11/01/2023 21:00;164;3.6;1
11/01/2023 22:00;181;3.4;0.6
11/01/2023 23:00;121;2.9;0.6
12/01/2023 0:00;174;2;0.7
12/01/2023 1:00;163;3.4;1.4
12/01/2023 2:00;164;2.8;1
12/01/2023 3:00;145;2.1;1.3
12/01/2023 4:00;126;1.8;1
12/01/2023 5:00;133;1.9;1.2
12/01/2023 6:00;142;1.7;1
12/01/2023 7:00;237;2.9;1.1
12/01/2023 8:00;199;3.2;1.4
12/01/2023 9:00;212;4.5;1.4
12/01/2023 10:00;218;5.3;1.5
12/01/2023 11:00;211;6.1;1.3
12/01/2023 12:00;275;4.3;2.1
12/01/2023 13:00;306;5.2;3
12/01/2023 14:00;332;6.6;2.3
12/01/2023 15:00;310;6.9;2.7
12/01/2023 16:00;299;7.2;2.3
12/01/2023 17:00;298;6.6;3.2
12/01/2023 18:00;60;6.5;2.5
12/01/2023 19:00;92;6.4;2.9
12/01/2023 20:00;119;8;3.3
12/01/2023 21:00;104;7.5;1.2
12/01/2023 22:00;103;4.1;1.5
12/01/2023 23:00;113;6.1;1.6
13/01/2023 0:00;126;4.1;0.9
13/01/2023 1:00;160;1.8;0.7
13/01/2023 2:00;254;1.9;0.3
13/01/2023 3:00;1;2.8;1
13/01/2023 4:00;138;3.8;1.5
13/01/2023 5:00;139;2.7;0.9
13/01/2023 6:00;143;1.5;1
13/01/2023 7:00;136;1.9;1.4
13/01/2023 8:00;119;2;0.5
13/01/2023 9:00;352;1.6;0.5
13/01/2023 10:00;285;2.9;0.7
13/01/2023 11:00;343;2.2;1.1
13/01/2023 12:00;341;2.5;1.4
13/01/2023 13:00;348;4.2;2.5
13/01/2023 14:00;326;7;3.2
13/01/2023 15:00;312;6.2;3.7
13/01/2023 16:00;328;7.4;3.8
13/01/2023 17:00;345;8.2;3
13/01/2023 18:00;352;7.2;2.6
13/01/2023 19:00;348;6.7;2.8
13/01/2023 20:00;355;6.6;2.3
13/01/2023 21:00;253;9.8;4.4
13/01/2023 22:00;247;9.8;2.1
13/01/2023 23:00;164;7.4;2.1
14/01/2023 0:00;170;5.9;1.4
14/01/2023 1:00;177;6;1.1
14/01/2023 2:00;133;2.9;0.3
14/01/2023 3:00;132;1.2;0.6
14/01/2023 4:00;309;3.5;1.7
14/01/2023 5:00;301;3.8;1.7
14/01/2023 6:00;293;4.3;0.7
14/01/2023 7:00;271;5.1;2
14/01/2023 8:00;280;5.8;2.8
14/01/2023 9:00;278;6.7;2.8
14/01/2023 10:00;292;6.4;2.9
14/01/2023 11:00;308;8.8;4.9
14/01/2023 12:00;304;9.4;4.1
14/01/2023 13:00;313;10.6;5.5
14/01/2023 14:00;309;11.7;4.7
14/01/2023 15:00;321;12.1;5.5
14/01/2023 16:00;323;10;4.5
14/01/2023 17:00;316;8;3.4
14/01/2023 18:00;336;7;2.1
14/01/2023 19:00;171;9.8;4.1
14/01/2023 20:00;174;8.7;3.2
14/01/2023 21:00;168;7.3;2.1
14/01/2023 22:00;158;8;3.3
14/01/2023 23:00;165;10.1;2.5
15/01/2023 0:00;167;6.5;2.2
15/01/2023 1:00;166;6.4;2.3
15/01/2023 2:00;156;7.2;1
15/01/2023 3:00;174;4.3;2
15/01/2023 4:00;170;5;2
15/01/2023 5:00;176;4.9;1.9
15/01/2023 6:00;163;4.5;2.2
15/01/2023 7:00;163;4.4;2.2
15/01/2023 8:00;165;4.8;2.2
15/01/2023 9:00;186;4.9;1.2
15/01/2023 10:00;148;3.6;0.7
15/01/2023 11:00;178;1.7;0.7
15/01/2023 12:00;97;2.8;1.2
15/01/2023 13:00;57;3.4;1.1
15/01/2023 14:00;327;3;1.8
15/01/2023 15:00;9;3.3;1.3
15/01/2023 16:00;304;4.3;1.8
15/01/2023 17:00;160;5.3;1.6
15/01/2023 18:00;167;5.1;1.9
15/01/2023 19:00;160;4.5;1.9
15/01/2023 20:00;169;6;2.5
15/01/2023 21:00;169;6.2;2.5
15/01/2023 22:00;166;6.5;2.5
15/01/2023 23:00;163;6.5;2.4
16/01/2023 0:00;170;6.5;1.3
16/01/2023 1:00;156;4.5;1.6
16/01/2023 2:00;173;8;2.4
16/01/2023 3:00;178;5.3;1.8
16/01/2023 4:00;182;4.9;1.8
16/01/2023 5:00;204;5;1
16/01/2023 6:00;188;5.3;2
16/01/2023 7:00;166;5.3;2.3
16/01/2023 8:00;171;4.8;1
16/01/2023 9:00;168;2.7;0.8
16/01/2023 10:00;131;1.9;1.1
16/01/2023 11:00;244;2.6;0.8
16/01/2023 12:00;331;2.8;1
16/01/2023 13:00;78;2.9;1
16/01/2023 14:00;332;3.1;1.3
16/01/2023 15:00;130;2.7;1.4
16/01/2023 16:00;162;3.4;1.1
16/01/2023 17:00;117;2.9;1.1
16/01/2023 18:00;121;5.3;2.1
16/01/2023 19:00;156;5.3;1.6
16/01/2023 20:00;145;5.5;2.4
16/01/2023 21:00;142;5.8;2.2
16/01/2023 22:00;156;5;1.9
16/01/2023 23:00;158;4.8;1.6
17/01/2023 0:00;155;4.1;1.5
17/01/2023 1:00;157;4.7;2
17/01/2023 2:00;143;4.4;1.3
17/01/2023 3:00;149;3.5;1.2
17/01/2023 4:00;158;3.7;1.6
17/01/2023 5:00;159;3.2;1.3
17/01/2023 6:00;173;2.8;0.6
17/01/2023 7:00;314;1.3;0.7
17/01/2023 8:00;169;2.3;0.9
17/01/2023 9:00;140;2.3;1.7
17/01/2023 10:00;156;2.1;0.6
17/01/2023 11:00;353;1.4;0.5
17/01/2023 12:00;344;2.6;1.3
17/01/2023 13:00;335;3.9;2.2
17/01/2023 14:00;358;4.7;1.8
17/01/2023 15:00;346;4.2;1.7
17/01/2023 16:00;60;4.5;1.9
17/01/2023 17:00;129;5.9;2.5
17/01/2023 18:00;154;5.8;1.9
17/01/2023 19:00;160;4.9;1.8
17/01/2023 20:00;156;4.3;1.9
17/01/2023 21:00;165;5.4;2
17/01/2023 22:00;159;4.2;1.1
17/01/2023 23:00;164;3.4;1
18/01/2023 0:00;150;2.8;0.6
18/01/2023 1:00;158;2;1.1
18/01/2023 2:00;169;2.7;0.5
18/01/2023 3:00;335;1.6;0.7
18/01/2023 4:00;68;2.5;0.9
18/01/2023 5:00;159;4.1;1.7
18/01/2023 6:00;153;7;2.7
18/01/2023 7:00;150;7;1.3
18/01/2023 8:00;191;5;1.5
18/01/2023 9:00;144;4;1.6
18/01/2023 10:00;157;3;1
18/01/2023 11:00;134;4.7;1.7
18/01/2023 12:00;305;3.4;0.9
18/01/2023 13:00;100;4.7;2.2
18/01/2023 14:00;104;4.7;1.9
18/01/2023 15:00;62;4.8;1.7
18/01/2023 16:00;94;5;1.9
18/01/2023 17:00;105;5.3;1.4
18/01/2023 18:00;163;9.6;3.7
18/01/2023 19:00;169;9.6;0.9
18/01/2023 20:00;148;4.7;2.2
18/01/2023 21:00;141;5.4;1.3
18/01/2023 22:00;156;3.2;1.1
18/01/2023 23:00;131;4.3;2.1
19/01/2023 0:00;120;4.3;1.8
19/01/2023 1:00;106;3.6;0.9
19/01/2023 2:00;119;3.5;1.3
19/01/2023 3:00;126;4.1;1
19/01/2023 4:00;107;3.6;0.9
19/01/2023 5:00;130;3.4;1.5
19/01/2023 6:00;82;3.8;0.9
19/01/2023 7:00;93;2.7;1.2
19/01/2023 8:00;173;2.7;0.5
19/01/2023 9:00;194;1.8;0.5
19/01/2023 10:00;20;2.4;0.9
19/01/2023 11:00;343;2.4;0.6
19/01/2023 12:00;315;3;1
19/01/2023 13:00;331;2.9;1.5
19/01/2023 14:00;304;3.8;2
19/01/2023 15:00;20;4.3;1.9
19/01/2023 16:00;54;5.5;1.3
19/01/2023 17:00;84;6.1;2.4
19/01/2023 18:00;80;7.7;1.9
19/01/2023 19:00;89;5.6;2.5
19/01/2023 20:00;96;5.6;1.6
19/01/2023 21:00;135;5;2
19/01/2023 22:00;128;4.9;2
19/01/2023 23:00;107;4.7;1.6
20/01/2023 0:00;43;4.8;1.1
20/01/2023 1:00;125;4.3;1
20/01/2023 2:00;357;4.5;1.1
20/01/2023 3:00;30;3.2;1
20/01/2023 4:00;13;5.4;2.2
20/01/2023 5:00;348;3.9;1.1
20/01/2023 6:00;341;3.2;0.8
20/01/2023 7:00;162;2.6;0.4
20/01/2023 8:00;130;1.2;0.6
20/01/2023 9:00;116;2.7;0.9
20/01/2023 10:00;20;3.4;1.3
20/01/2023 11:00;4;3.5;1.2
20/01/2023 12:00;354;4.6;2.5
20/01/2023 13:00;349;5.9;3
20/01/2023 14:00;346;5.5;2.1
20/01/2023 15:00;347;6.5;3.6
20/01/2023 16:00;21;6.5;2.6
20/01/2023 17:00;26;6.1;2.6
20/01/2023 18:00;39;5.6;2.3
20/01/2023 19:00;117;5.9;2.8
20/01/2023 20:00;113;6.1;2.8
20/01/2023 21:00;121;6.1;1.9
20/01/2023 22:00;114;5.8;1.8
20/01/2023 23:00;91;4.8;2
21/01/2023 0:00;28;4.5;1.2
21/01/2023 1:00;5;4.7;1.9
21/01/2023 2:00;335;3.6;1.8
21/01/2023 3:00;333;4.8;2.2
21/01/2023 4:00;323;4.8;1.6
21/01/2023 5:00;322;4.5;2.4
21/01/2023 6:00;307;4.5;2.2
21/01/2023 7:00;309;5;2.2
21/01/2023 8:00;285;4.1;2.1
21/01/2023 9:00;300;4.2;2.2
21/01/2023 10:00;297;4;1.6
21/01/2023 11:00;305;5.4;3.2
21/01/2023 12:00;302;6.2;3
21/01/2023 13:00;309;6.8;2.9
21/01/2023 14:00;343;5.5;2.8
21/01/2023 15:00;349;6.4;2.7
21/01/2023 16:00;359;6.9;3.3
21/01/2023 17:00;26;7.7;2.8
21/01/2023 18:00;30;5.9;2.2
21/01/2023 19:00;127;5.5;2.8
21/01/2023 20:00;125;7.5;2.8
21/01/2023 21:00;120;5.7;1.1
21/01/2023 22:00;127;5.2;1.1
21/01/2023 23:00;104;1.9;0.7
22/01/2023 0:00;356;4.1;1.8
22/01/2023 1:00;353;4.1;1.7
22/01/2023 2:00;348;4.4;1.1
22/01/2023 3:00;241;13.4;1.5
22/01/2023 4:00;193;3.7;1.2
22/01/2023 5:00;276;4.2;1.7
22/01/2023 6:00;292;4.2;2.4
22/01/2023 7:00;336;4.4;1.4
22/01/2023 8:00;314;2.5;0.9
22/01/2023 9:00;262;4.4;2.2
22/01/2023 10:00;272;5.9;1.5
22/01/2023 11:00;267;4.9;2.1
22/01/2023 12:00;186;4.9;1.4
22/01/2023 13:00;288;6.4;2.4
22/01/2023 14:00;260;6.4;2.5
22/01/2023 15:00;283;5.1;1.9
22/01/2023 16:00;256;5.3;2.2
22/01/2023 17:00;294;4.8;1.9
22/01/2023 18:00;216;6.3;2.3
22/01/2023 19:00;176;4.9;1.2
22/01/2023 20:00;156;5.9;2.2
22/01/2023 21:00;168;6.3;2.3
22/01/2023 22:00;165;6.4;2.7
22/01/2023 23:00;167;6;1.5
23/01/2023 0:00;167;4.1;1.3
23/01/2023 1:00;162;4.7;2.2
23/01/2023 2:00;169;5.9;1.7
23/01/2023 3:00;179;4.4;1.5
23/01/2023 4:00;161;5.1;1.5
23/01/2023 5:00;157;3.7;1.5
23/01/2023 6:00;178;3.5;1.2
23/01/2023 7:00;139;3.2;1.3
23/01/2023 8:00;193;2.7;1.2
23/01/2023 9:00;140;2.7;1.6
23/01/2023 10:00;148;2.5;1
23/01/2023 11:00;179;2.6;0.6
23/01/2023 12:00;3;2.2;1
23/01/2023 13:00;316;3.4;1.5
23/01/2023 14:00;320;3.8;2.1
23/01/2023 15:00;359;5.1;1.8
23/01/2023 16:00;89;4;1.2
23/01/2023 17:00;149;7.3;2.2
23/01/2023 18:00;137;4.6;1.3
23/01/2023 19:00;322;2.8;0.8
23/01/2023 20:00;322;3.4;1.1
23/01/2023 21:00;169;10;4.8
23/01/2023 22:00;186;10.6;2
23/01/2023 23:00;201;7.6;2.9
24/01/2023 0:00;159;7.6;1.6
24/01/2023 1:00;146;3.6;2.1
24/01/2023 2:00;163;3.3;1.3
24/01/2023 3:00;140;2.4;1.1
24/01/2023 4:00;145;2.9;1.9
24/01/2023 5:00;144;3;1.4
24/01/2023 6:00;138;2.2;1.4
24/01/2023 7:00;138;2.1;1.7
24/01/2023 8:00;134;2.5;1.8
24/01/2023 9:00;138;2.7;2
24/01/2023 10:00;129;2.8;1.6
24/01/2023 11:00;326;2.5;1.6
24/01/2023 12:00;307;3.8;1.5
24/01/2023 13:00;322;5.1;2.7
24/01/2023 14:00;355;5.6;2.5
24/01/2023 15:00;297;4.8;2.4
24/01/2023 16:00;333;5.3;2.1
24/01/2023 17:00;355;5.8;2.4
24/01/2023 18:00;89;5.9;2.3
24/01/2023 19:00;40;4.4;1.2
24/01/2023 20:00;118;5.4;2.5
24/01/2023 21:00;121;5.4;2.1
24/01/2023 22:00;126;5.1;1.1
24/01/2023 23:00;130;2.7;1.6
25/01/2023 0:00;155;2.4;0.7
25/01/2023 1:00;162;1.5;0.9
25/01/2023 2:00;101;4.1;1.7
25/01/2023 3:00;140;3.7;1.1
25/01/2023 4:00;34;2.2;0.6
25/01/2023 5:00;15;3.3;1.1
25/01/2023 6:00;322;3;1.5
25/01/2023 7:00;262;3;0.3
25/01/2023 8:00;281;4;1.4
25/01/2023 9:00;266;4.5;1.8
25/01/2023 10:00;273;4.5;1.5
25/01/2023 11:00;310;4.3;2.4
25/01/2023 12:00;323;5.3;2
25/01/2023 13:00;304;5.6;2.4
25/01/2023 14:00;338;5.8;3.5
25/01/2023 15:00;351;6.6;2.3
25/01/2023 16:00;345;6.3;2.7
25/01/2023 17:00;16;5;2.4
25/01/2023 18:00;341;4.8;2.6
25/01/2023 19:00;98;5.4;2
25/01/2023 20:00;51;6.4;0.9
25/01/2023 21:00;160;3.8;1
25/01/2023 22:00;154;2.3;1.5
25/01/2023 23:00;152;3.5;1.5
26/01/2023 0:00;129;4;2
26/01/2023 1:00;129;4;1.1
26/01/2023 2:00;115;3.9;2
26/01/2023 3:00;32;3.9;1.4
26/01/2023 4:00;1;5.4;2
26/01/2023 5:00;8;5.8;2.7
26/01/2023 6:00;350;6;2.1
26/01/2023 7:00;326;4.1;1.6
26/01/2023 8:00;327;3.9;1.4
26/01/2023 9:00;311;3.5;1.7
26/01/2023 10:00;306;4.8;3
26/01/2023 11:00;311;6.1;3.3
26/01/2023 12:00;337;6.5;2
26/01/2023 13:00;344;5.3;2.6
26/01/2023 14:00;349;5.8;2.8
26/01/2023 15:00;343;5.4;2
26/01/2023 16:00;15;6.5;2.7
26/01/2023 17:00;17;6.5;2.7
26/01/2023 18:00;19;7.4;2.8
26/01/2023 19:00;26;7.9;3.9
26/01/2023 20:00;31;6.9;2.6
26/01/2023 21:00;20;7.1;3.2
26/01/2023 22:00;355;6.7;2.7
26/01/2023 23:00;2;5.5;2.6
27/01/2023 0:00;1;4.4;2.1
27/01/2023 1:00;351;5.1;1.9
27/01/2023 2:00;332;5.4;1.2
27/01/2023 3:00;341;3.2;1.3
27/01/2023 4:00;336;4.4;2.1
27/01/2023 5:00;337;4.4;1.9
27/01/2023 6:00;322;5;2.1
27/01/2023 7:00;335;4.2;1.7
27/01/2023 8:00;300;4.1;1.8
27/01/2023 9:00;305;5.8;1.6
27/01/2023 10:00;299;4.9;2.3
27/01/2023 11:00;322;6.5;3.6
27/01/2023 12:00;349;6.5;2.8
27/01/2023 13:00;350;7.7;3.6
27/01/2023 14:00;354;7.3;4.1
27/01/2023 15:00;350;7.4;3
27/01/2023 16:00;2;7;3
27/01/2023 17:00;354;7.3;2.8
27/01/2023 18:00;14;5.9;2.8
27/01/2023 19:00;16;6.8;2.3
27/01/2023 20:00;27;5.7;2.3
27/01/2023 21:00;27;6.1;2.5
27/01/2023 22:00;111;5;1.7
27/01/2023 23:00;120;3.5;1.3
28/01/2023 0:00;95;2.6;0.6
28/01/2023 1:00;320;1.8;1
28/01/2023 2:00;332;2.7;1.2
28/01/2023 3:00;338;3.6;1.3
28/01/2023 4:00;339;3.4;1.7
28/01/2023 5:00;321;5;2.6
28/01/2023 6:00;315;5.6;3.8
28/01/2023 7:00;307;6.4;4.1
28/01/2023 8:00;307;6.5;3.8
28/01/2023 9:00;310;6.5;3.8
28/01/2023 10:00;321;7.4;3.6
28/01/2023 11:00;315;8.3;5.4
28/01/2023 12:00;320;10.5;5.2
28/01/2023 13:00;307;10.3;4.1
28/01/2023 14:00;322;9.2;3.8
28/01/2023 15:00;344;7.8;2.9
28/01/2023 16:00;311;6.8;2.5
28/01/2023 17:00;346;6.8;2.1
28/01/2023 18:00;357;5.9;2
28/01/2023 19:00;169;10;2.8
28/01/2023 20:00;154;6.8;1.5
28/01/2023 21:00;158;4;1.3
28/01/2023 22:00;147;3.6;1.5
28/01/2023 23:00;157;3.1;1.2
29/01/2023 0:00;139;3.9;2
29/01/2023 1:00;135;4.7;1.5
29/01/2023 2:00;108;3.7;0.6
29/01/2023 3:00;140;2.5;0.6
29/01/2023 4:00;14;2;0.8
29/01/2023 5:00;324;3.1;1.6
29/01/2023 6:00;334;4.3;1.7
